Avg Sale To List,Avg Sale To List Mom,Avg Sale To List Yoy,Homes Sold,Homes Sold Mom,Homes Sold Yoy,Inventory,Inventory Mom,Inventory Yoy,Median Dom,Median Dom Mom,Median Dom Yoy,Median Sale Price,Median Sale Price Mom,Median Sale Price Yoy,New Listings,New Listings Mom,New Listings Yoy,Period End,Property Type,Region
0.994007468,-0.10%,0.70%,8381,8.80%,19.70%,17953,-1.00%,-36.90%,14,2,-61,$380K,0.00%,2.70%,7709,-22.10%,9.10%,7/31/2015,All Residential,"Boston, MA metro area"
0.970515387,-0.10%,-0.20%,13939,-3.90%,20.90%,55153,-1.00%,2.90%,68,2,7,$227K,-0.90%,5.60%,15392,-9.00%,0.20%,7/31/2015,All Residential,"Chicago, IL metro area"
,,,9692,1.10%,6.60%,20747,8.30%,-6.30%,25,2,-2,$220K,-2.30%,9.90%,12284,9.40%,13.40%,7/31/2015,All Residential,"Dallas-Fort Worth, TX metro area"
0.977615886,-0.20%,-0.20%,8369,2.00%,2.90%,23312,7.60%,18.00%,24,3,5,$219K,-1.70%,9.10%,10970,7.10%,11.20%,7/31/2015,All Residential,"Houston, TX metro area"
0.996452124,0.00%,0.00%,7694,1.90%,12.60%,17171,3.00%,1.10%,29,1,9,$505K,0.20%,7.20%,9225,-1.70%,5.80%,7/31/2015,All Residential,"Los Angeles, CA metro area"
0.962752198,0.10%,0.10%,3623,12.30%,14.70%,17005,-0.50%,-0.10%,68,0,8,$237K,-3.20%,5.30%,4287,-1.70%,-0.80%,7/31/2015,All Residential,"Miami, FL metro area"
0.975155462,0.10%,0.30%,5003,9.30%,26.90%,13948,-1.30%,-1.00%,47,-1,2,$185K,1.50%,6.20%,4652,-5.10%,-3.20%,7/31/2015,All Residential,"Orlando, FL metro area"
0.965911012,-0.10%,0.30%,6546,30.60%,37.80%,21300,-2.20%,-1.80%,45,1,8,$250K,1.60%,2.00%,5651,-11.00%,2.30%,7/31/2015,All Residential,"Philadelphia, PA metro area"
1.086838591,-0.20%,2.50%,1439,-1.60%,-6.80%,1904,-2.10%,-10.70%,17,0,2,"$1,095K",-0.50%,19.70%,1515,-3.90%,-3.80%,7/31/2015,All Residential,"San Francisco, CA metro area"
1.052660327,-1.00%,1.80%,1690,23.70%,0.20%,2164,5.90%,-10.60%,15,2,2,$860K,0.10%,15.60%,1891,2.30%,1.90%,7/31/2015,All Residential,"San Jose, CA metro area"
1.011445831,-0.30%,1.10%,5238,1.00%,18.20%,7286,3.10%,-24.10%,11,1,-3,$410K,-1.20%,7.90%,5347,-5.50%,0.40%,7/31/2015,All Residential,"Seattle, WA metro area"
0.988185642,-0.20%,-0.20%,8709,-18.80%,15.50%,24534,0.70%,7.70%,26,5,5,$390K,2.20%,0.10%,9799,-5.10%,8.00%,7/31/2015,All Residential,"Washington, DC metro area"
0.957692683,0.40%,0.40%,4141,28.30%,38.70%,13264,-1.70%,-1.30%,73,-1,12,$225K,-4.30%,4.70%,3638,0.60%,4.60%,7/31/2015,All Residential,"West Palm Beach, FL metro area"
0.98940685,0.20%,0.40%,6925,22.60%,0.40%,29722,0.70%,1.00%,75,0,-3,$374K,6.90%,5.40%,8666,-12.60%,9.60%,6/30/2014,All Residential,"Boston, MA metro area"
0.973952313,0.30%,0.20%,10789,8.50%,1.10%,51951,5.20%,0.70%,63,-1,-14,$215K,10.30%,12.60%,16540,-5.00%,10.00%,6/30/2014,All Residential,"Chicago, IL metro area"
,,,9297,5.60%,7.70%,20875,3.70%,-11.30%,27,-3,-7,$202K,3.60%,6.40%,10703,-7.10%,1.30%,6/30/2014,All Residential,"Dallas-Fort Worth, TX metro area"
0.981004877,0.10%,0.20%,8186,6.50%,13.50%,18338,5.00%,-10.10%,20,-3,-10,$211K,5.70%,8.70%,9797,-4.70%,8.00%,6/30/2014,All Residential,"Houston, TX metro area"
0.997582446,0.10%,-1.40%,6468,-1.20%,-7.90%,15543,7.60%,30.50%,21,0,6,$465K,0.00%,6.90%,8477,-0.90%,-0.90%,6/30/2014,All Residential,"Los Angeles, CA metro area"
0.96582616,0.30%,-0.40%,3138,2.90%,1.00%,16567,2.30%,,63,-5,23,$210K,-6.40%,3.40%,4199,-6.90%,,6/30/2014,All Residential,"Miami, FL metro area"
0.972797264,0.30%,-0.60%,3244,-3.30%,-0.40%,12829,-5.50%,-18.50%,57,-22,-32,$165K,0.00%,10.00%,4339,-8.40%,7.50%,6/30/2014,All Residential,"Orlando, FL metro area"
0.962653882,0.50%,0.10%,4220,20.40%,0.40%,21006,5.60%,4.30%,42,-6,-6,$239K,8.70%,0.00%,6048,-13.50%,13.80%,6/30/2014,All Residential,"Philadelphia, PA metro area"
1.059757724,-1.20%,-0.30%,1559,2.00%,-0.80%,2092,4.70%,-7.20%,15,1,1,$963K,1.40%,13.20%,1706,-12.20%,-2.30%,6/30/2014,All Residential,"San Francisco, CA metro area"
1.04167917,-0.80%,-1.40%,1574,-2.40%,-0.10%,2069,6.90%,1.80%,12,0,1,$770K,2.00%,9.20%,1771,-11.60%,-8.60%,6/30/2014,All Residential,"San Jose, CA metro area"
1.003456467,0.00%,-0.50%,4408,9.60%,5.20%,8482,9.10%,2.80%,12,-1,0,$385K,5.20%,10.00%,5345,-10.80%,0.00%,6/30/2014,All Residential,"Seattle, WA metro area"
0.990880109,0.00%,-0.40%,8004,15.60%,-7.60%,21461,8.80%,30.50%,19,1,5,$385K,0.60%,-0.80%,9896,-15.70%,9.80%,6/30/2014,All Residential,"Washington, DC metro area"
0.951573039,0.20%,-0.10%,2936,-12.30%,-13.90%,13446,1.70%,7.80%,70,-1,-10,$213K,7.60%,19.70%,3598,-4.20%,15.40%,6/30/2014,All Residential,"West Palm Beach, FL metro area"
0.989711007,-0.20%,0.80%,5429,-13.00%,-6.40%,13814,-7.40%,-21.50%,21,1,-7,$360K,-2.40%,4.70%,6072,-23.60%,-10.70%,10/31/2016,All Residential,"Boston, MA metro area"
0.970402279,-0.10%,0.40%,10176,-10.00%,-7.10%,45167,-5.90%,-8.60%,74,4,-3,$216K,-1.90%,5.30%,10438,-15.40%,-8.10%,10/31/2016,All Residential,"Chicago, IL metro area"
,,,7338,-12.00%,0.90%,18516,-3.30%,-4.30%,32,3,-2,$235K,0.00%,11.90%,8096,-7.10%,-2.20%,10/31/2016,All Residential,"Dallas-Fort Worth, TX metro area"
0.97130672,0.00%,0.00%,6214,-10.50%,-0.20%,24981,-2.70%,6.80%,41,6,4,$217K,-0.30%,6.30%,7721,-5.70%,-3.40%,10/31/2016,All Residential,"Houston, TX metro area"
0.992661676,-0.20%,0.00%,6221,-6.50%,-5.00%,19202,-3.60%,18.30%,40,1,6,$540K,0.90%,9.10%,7235,-19.80%,-4.90%,10/31/2016,All Residential,"Los Angeles, CA metro area"
0.956076337,-0.40%,-0.70%,2302,-7.70%,-24.90%,18324,0.20%,7.10%,62,6,-6,$260K,0.00%,12.60%,3745,-10.10%,-17.30%,10/31/2016,All Residential,"Miami, FL metro area"
0.973613949,0.00%,0.10%,3221,-10.20%,-8.70%,11693,-4.00%,-11.50%,48,3,-4,$205K,0.00%,13.30%,3617,-11.40%,-11.60%,10/31/2016,All Residential,"Orlando, FL metro area"
0.967450357,-0.20%,0.70%,3945,-10.50%,-7.80%,16475,-3.70%,-17.70%,50,1,-13,$230K,-2.20%,2.20%,4592,-11.70%,-5.80%,10/31/2016,All Residential,"Philadelphia, PA metro area"
1.040983636,-0.20%,-3.40%,1298,12.50%,-1.80%,2616,-7.70%,17.20%,30,-3,11,"$1,190K",9.40%,7.70%,1299,-28.90%,-15.50%,10/31/2016,All Residential,"San Francisco, CA metro area"
1.017499426,0.20%,-1.10%,1371,-4.10%,3.30%,2286,-11.90%,5.20%,33,1,8,$880K,1.70%,5.90%,1236,-24.00%,-8.10%,10/31/2016,All Residential,"San Jose, CA metro area"
1.008536127,-0.10%,0.40%,4442,-6.90%,8.10%,5825,-16.70%,-8.70%,13,1,-2,$440K,-2.20%,8.60%,3541,-31.30%,-9.00%,10/31/2016,All Residential,"Seattle, WA metro area"
0.988826637,0.10%,0.40%,7108,1.50%,11.00%,18983,-6.50%,-18.70%,33,0,-8,$360K,-3.10%,-1.40%,7361,-16.80%,-9.60%,10/31/2016,All Residential,"Washington, DC metro area"
0.955212795,-0.10%,-0.10%,2618,-5.40%,-7.60%,13853,0.20%,4.50%,75,-1,5,$240K,-0.50%,11.60%,3266,-13.00%,-19.20%,10/31/2016,All Residential,"West Palm Beach, FL metro area"
0.990654794,-0.30%,0.50%,7281,-13.10%,8.90%,17732,-1.20%,-32.70%,19,5,-59,$378K,-0.70%,4.90%,6925,-10.20%,17.30%,8/31/2015,All Residential,"Boston, MA metro area"
0.969373194,-0.10%,-0.10%,11159,-19.90%,-11.80%,53754,-2.50%,1.50%,71,3,8,$224K,-1.30%,4.20%,13628,-11.50%,1.80%,8/31/2015,All Residential,"Chicago, IL metro area"
,,,9180,-5.30%,5.50%,20393,-1.70%,-6.00%,26,1,-5,$215K,-2.20%,7.60%,10034,-18.30%,10.10%,8/31/2015,All Residential,"Dallas-Fort Worth, TX metro area"
0.976825932,-0.10%,-0.20%,7705,-7.90%,-2.50%,23442,0.60%,18.90%,27,3,5,$215K,-1.90%,5.90%,9131,-16.80%,4.10%,8/31/2015,All Residential,"Houston, TX metro area"
0.996599976,0.00%,0.40%,6684,-13.10%,2.70%,17212,0.20%,-2.10%,30,1,7,$510K,1.00%,7.40%,8489,-8.00%,7.40%,8/31/2015,All Residential,"Los Angeles, CA metro area"
0.966744101,0.40%,0.10%,2435,-32.80%,-13.80%,17014,0.10%,-0.70%,68,0,7,$236K,-0.60%,9.60%,4342,1.30%,-2.90%,8/31/2015,All Residential,"Miami, FL metro area"
0.972819581,-0.20%,0.20%,3087,-38.30%,-13.00%,13668,-2.00%,-5.40%,52,5,6,$182K,-1.50%,7.10%,4377,-5.90%,-1.30%,8/31/2015,All Residential,"Orlando, FL metro area"
0.966558524,0.10%,0.70%,4749,-27.50%,0.10%,20711,-2.80%,-3.40%,52,7,9,$241K,-3.60%,-3.60%,5090,-9.90%,3.60%,8/31/2015,All Residential,"Philadelphia, PA metro area"
1.079678629,-0.70%,2.70%,1266,-12.00%,-12.40%,1919,0.80%,-3.20%,18,1,2,"$1,068K",-2.50%,18.60%,1350,-10.90%,-1.80%,8/31/2015,All Residential,"San Francisco, CA metro area"
1.048336342,-0.40%,1.80%,1500,-11.20%,-8.00%,2280,5.40%,-2.90%,17,2,3,$850K,-1.20%,13.30%,1644,-13.10%,7.50%,8/31/2015,All Residential,"San Jose, CA metro area"
1.008088574,-0.30%,1.20%,4650,-11.20%,12.30%,7322,0.50%,-24.20%,14,3,-4,$413K,0.70%,11.60%,4826,-9.70%,5.40%,8/31/2015,All Residential,"Seattle, WA metro area"
0.986911498,-0.10%,0.00%,6822,-21.70%,-6.70%,23996,-2.20%,5.40%,35,9,8,$384K,-1.50%,2.40%,8368,-14.60%,5.50%,8/31/2015,All Residential,"Washington, DC metro area"
0.959306345,0.20%,0.40%,2705,-34.70%,-7.50%,12947,-2.40%,-2.40%,74,1,6,$223K,-1.10%,11.30%,3487,-4.20%,-1.20%,8/31/2015,All Residential,"West Palm Beach, FL metro area"
0.98737335,-0.20%,0.20%,6999,1.10%,-4.70%,28433,-4.30%,3.00%,75,0,-5,$370K,-1.10%,4.20%,7064,-18.50%,6.00%,7/31/2014,All Residential,"Boston, MA metro area"
0.972998456,-0.10%,-0.20%,11533,6.90%,-11.30%,53603,3.20%,4.90%,61,-2,-14,$215K,0.00%,7.50%,15359,-7.10%,5.20%,7/31/2014,All Residential,"Chicago, IL metro area"
,,,9090,-2.20%,-0.30%,22131,6.00%,-7.20%,27,0,-7,$200K,-1.00%,5.30%,10834,1.20%,0.20%,7/31/2014,All Residential,"Dallas-Fort Worth, TX metro area"
0.979961939,-0.10%,0.10%,8136,-0.60%,5.60%,19754,7.70%,-6.30%,19,-1,-11,$201K,-5.00%,5.80%,9865,0.70%,3.70%,7/31/2014,All Residential,"Houston, TX metro area"
0.996437742,-0.10%,-1.30%,6835,5.70%,-7.00%,16977,9.20%,29.30%,20,-1,5,$471K,1.30%,9.50%,8721,2.90%,-5.10%,7/31/2014,All Residential,"Los Angeles, CA metro area"
0.96190756,-0.40%,-0.90%,3159,0.70%,-4.10%,17019,2.70%,,60,-3,14,$225K,7.10%,14.20%,4323,3.00%,,7/31/2014,All Residential,"Miami, FL metro area"
0.97253859,0.00%,-0.70%,3944,21.60%,7.30%,14095,9.90%,-10.20%,45,-12,-39,$174K,5.50%,12.30%,4807,10.80%,14.60%,7/31/2014,All Residential,"Orlando, FL metro area"
0.963178058,0.10%,0.00%,4749,12.50%,-0.40%,21697,3.30%,7.60%,37,-5,-11,$245K,2.40%,-1.20%,5524,-8.70%,6.50%,7/31/2014,All Residential,"Philadelphia, PA metro area"
1.06210873,0.20%,0.40%,1544,-1.00%,-7.60%,2131,1.90%,-4.40%,15,0,0,$915K,-5.00%,7.90%,1575,-7.70%,-9.00%,7/31/2014,All Residential,"San Francisco, CA metro area"
1.034926217,-0.70%,-1.30%,1686,7.10%,-0.10%,2421,17.00%,0.90%,13,1,1,$744K,-3.40%,4.80%,1855,4.70%,-12.30%,7/31/2014,All Residential,"San Jose, CA metro area"
1.000291089,-0.30%,-0.80%,4431,0.50%,-2.40%,9596,13.10%,6.60%,14,2,2,$380K,-1.30%,4.60%,5326,-0.40%,1.60%,7/31/2014,All Residential,"Seattle, WA metro area"
0.989911653,-0.10%,-0.30%,7538,-5.80%,-1.10%,22789,6.20%,36.40%,21,2,4,$390K,1.20%,1.20%,9076,-8.30%,5.70%,7/31/2014,All Residential,"Washington, DC metro area"
0.953403951,0.20%,-0.10%,2985,1.70%,-6.00%,13436,-0.10%,11.40%,61,-9,-17,$215K,0.90%,19.90%,3479,-3.30%,1.40%,7/31/2014,All Residential,"West Palm Beach, FL metro area"
0.991337929,0.20%,0.90%,5687,4.80%,18.10%,11684,-15.40%,-22.30%,20,-1,-9,$375K,4.20%,5.10%,4291,-29.30%,-0.70%,11/30/2016,All Residential,"Boston, MA metro area"
0.968516756,-0.20%,0.40%,8800,-13.50%,10.70%,40574,-10.20%,-10.30%,74,0,-4,$213K,-1.30%,8.40%,7960,-23.70%,-2.70%,11/30/2016,All Residential,"Chicago, IL metro area"
,,,6950,-5.30%,17.20%,17013,-8.10%,-4.20%,33,1,-3,$240K,2.10%,14.80%,6769,-16.40%,2.20%,11/30/2016,All Residential,"Dallas-Fort Worth, TX metro area"
0.971137185,0.00%,0.10%,5997,-3.50%,21.40%,23828,-4.60%,5.90%,46,5,7,$225K,3.80%,12.50%,6557,-15.10%,3.00%,11/30/2016,All Residential,"Houston, TX metro area"
0.992676787,0.00%,0.10%,6079,-2.30%,25.30%,17554,-8.60%,17.30%,42,2,7,$540K,0.00%,8.00%,5698,-21.20%,-2.80%,11/30/2016,All Residential,"Los Angeles, CA metro area"
0.958865713,0.30%,-0.20%,2268,-1.50%,-12.00%,18516,1.00%,7.80%,57,-5,-7,$259K,-0.20%,15.30%,3835,2.40%,-1.50%,11/30/2016,All Residential,"Miami, FL metro area"
0.972031716,-0.20%,0.10%,3046,-5.40%,9.30%,10987,-6.00%,-14.60%,48,0,-8,$205K,0.00%,9.60%,3533,-2.30%,1.30%,11/30/2016,All Residential,"Orlando, FL metro area"
0.963565754,-0.40%,0.50%,3790,-3.90%,9.70%,14961,-9.20%,-19.40%,53,3,-10,$232K,0.90%,6.70%,3559,-22.50%,-7.10%,11/30/2016,All Residential,"Philadelphia, PA metro area"
1.039868601,-0.10%,-1.80%,1232,-5.10%,11.60%,1922,-26.50%,15.60%,34,4,12,"$1,100K",-7.60%,-2.20%,744,-42.70%,-14.00%,11/30/2016,All Residential,"San Francisco, CA metro area"
1.014295481,-0.30%,-1.20%,1320,-3.70%,22.70%,1755,-23.20%,3.90%,34,1,6,$875K,-0.60%,4.20%,850,-31.20%,-7.70%,11/30/2016,All Residential,"San Jose, CA metro area"
1.005211232,-0.30%,0.20%,4115,-7.40%,29.50%,4565,-21.60%,-8.90%,15,2,-3,$455K,3.40%,12.30%,2630,-25.70%,8.50%,11/30/2016,All Residential,"Seattle, WA metro area"
0.987616029,-0.10%,0.30%,7180,1.00%,30.20%,16688,-12.10%,-17.60%,34,1,-8,$350K,-2.80%,-1.40%,5807,-21.10%,6.60%,11/30/2016,All Residential,"Washington, DC metro area"
0.951988097,-0.30%,-0.20%,2374,-9.30%,4.30%,14228,2.70%,3.90%,74,-1,3,$236K,-1.70%,6.30%,3629,11.10%,5.60%,11/30/2016,All Residential,"West Palm Beach, FL metro area"
0.984566151,-0.60%,0.50%,5989,-17.70%,17.20%,18755,5.80%,-29.50%,25,6,-60,$350K,-7.30%,4.50%,8339,20.40%,11.90%,9/30/2015,All Residential,"Boston, MA metro area"
0.968480659,-0.10%,0.10%,8729,-21.80%,2.60%,52054,-3.20%,-1.20%,74,3,5,$206K,-8.00%,4.00%,12353,-9.40%,-5.20%,9/30/2015,All Residential,"Chicago, IL metro area"
,,,8102,-11.70%,7.40%,20129,-1.30%,-0.80%,30,4,-5,$210K,-2.40%,9.00%,8785,-12.40%,14.00%,9/30/2015,All Residential,"Dallas-Fort Worth, TX metro area"
0.973705943,-0.30%,-0.30%,7073,-8.20%,2.50%,23493,0.20%,23.50%,30,3,3,$207K,-3.80%,5.60%,8352,-8.50%,12.70%,9/30/2015,All Residential,"Houston, TX metro area"
0.995217759,-0.10%,0.40%,6516,-2.50%,9.70%,16933,-1.60%,-7.00%,31,1,1,$499K,-2.20%,6.20%,7852,-7.50%,2.00%,9/30/2015,All Residential,"Los Angeles, CA metro area"
0.966033142,-0.10%,-0.10%,2357,-3.20%,-4.80%,16937,-0.50%,-1.50%,68,0,3,$235K,-0.30%,6.80%,4227,-2.60%,-2.60%,9/30/2015,All Residential,"Miami, FL metro area"
0.971989001,-0.10%,0.50%,3462,12.10%,18.60%,13448,-1.60%,-8.10%,52,0,0,$185K,1.60%,9.50%,3995,-8.70%,-6.90%,9/30/2015,All Residential,"Orlando, FL metro area"
0.962934202,-0.40%,0.90%,2995,-36.90%,-9.70%,20779,0.30%,-5.00%,61,9,5,$234K,-2.90%,6.80%,5261,3.40%,-5.10%,9/30/2015,All Residential,"Philadelphia, PA metro area"
1.072808974,-0.70%,2.40%,1171,-7.50%,-3.90%,2355,22.70%,-1.50%,21,3,4,"$1,050K",-1.60%,12.90%,1849,37.00%,0.30%,9/30/2015,All Residential,"San Francisco, CA metro area"
1.037653367,-1.10%,1.10%,1398,-6.80%,26.50%,2412,5.80%,-13.90%,20,3,5,$820K,-3.50%,13.90%,1615,-1.80%,2.30%,9/30/2015,All Residential,"San Jose, CA metro area"
1.005783152,-0.20%,1.10%,4344,-6.60%,15.40%,7046,-3.80%,-25.80%,13,-1,-8,$400K,-3.10%,5.30%,4376,-9.30%,2.90%,9/30/2015,All Residential,"Seattle, WA metro area"
0.985938029,-0.10%,0.00%,5950,-12.80%,7.20%,24332,1.40%,4.10%,38,3,4,$352K,-8.30%,-2.20%,8964,7.10%,6.00%,9/30/2015,All Residential,"Washington, DC metro area"
0.955599744,-0.40%,0.00%,2327,-14.00%,-3.80%,12912,-0.30%,-4.50%,71,-3,2,$220K,-1.10%,12.80%,3535,1.40%,-4.40%,9/30/2015,All Residential,"West Palm Beach, FL metro area"
0.987880482,-0.30%,0.80%,5753,1.20%,-2.80%,9314,-20.30%,-23.10%,27,7,-5,$370K,-1.30%,5.70%,2498,-41.80%,-11.70%,12/31/2016,All Residential,"Boston, MA metro area"
0.967173969,-0.10%,0.40%,8626,-2.00%,-4.50%,34371,-15.30%,-12.10%,80,6,-5,$214K,0.50%,7.10%,5510,-30.80%,-9.30%,12/31/2016,All Residential,"Chicago, IL metro area"
,,,7259,4.40%,-6.20%,14588,-14.30%,-4.40%,35,2,-4,$240K,0.00%,10.60%,5045,-25.50%,-2.70%,12/31/2016,All Residential,"Dallas-Fort Worth, TX metro area"
0.96876368,-0.20%,0.00%,6790,13.20%,1.80%,22104,-7.20%,4.90%,50,4,6,$226K,0.40%,4.40%,5118,-21.90%,-2.30%,12/31/2016,All Residential,"Houston, TX metro area"
0.990451891,-0.20%,0.00%,6339,4.30%,-5.00%,14497,-17.40%,14.70%,49,7,12,$535K,-0.90%,5.40%,3861,-32.20%,-11.40%,12/31/2016,All Residential,"Los Angeles, CA metro area"
0.957153993,-0.20%,-0.10%,2671,17.80%,-10.50%,18200,-1.70%,5.80%,61,4,-1,$254K,-2.10%,3.70%,3250,-15.30%,-7.70%,12/31/2016,All Residential,"Miami, FL metro area"
0.971945799,0.00%,0.20%,3462,13.70%,-4.10%,10233,-6.90%,-16.10%,45,-3,-10,$206K,0.50%,11.20%,2801,-20.70%,-9.40%,12/31/2016,All Residential,"Orlando, FL metro area"
0.964331827,0.10%,0.50%,4241,11.90%,6.70%,13065,-12.70%,-20.70%,50,-3,-14,$230K,-0.90%,4.50%,2561,-28.00%,-9.00%,12/31/2016,All Residential,"Philadelphia, PA metro area"
1.026748041,-1.30%,-2.10%,1095,-11.10%,-11.90%,1125,-41.50%,6.70%,41,7,14,"$1,105K",0.50%,5.20%,391,-47.40%,-8.40%,12/31/2016,All Residential,"San Francisco, CA metro area"
1.011765909,-0.30%,-1.10%,1130,-14.40%,-16.70%,797,-54.60%,-28.30%,40,6,6,$840K,-4.00%,2.40%,436,-48.70%,-23.20%,12/31/2016,All Residential,"San Jose, CA metro area"
1.005722908,0.10%,0.60%,3797,-7.70%,-1.80%,3362,-26.40%,-17.90%,19,4,-5,$460K,1.10%,14.90%,1769,-32.70%,-5.40%,12/31/2016,All Residential,"Seattle, WA metro area"
0.986122669,-0.10%,0.20%,7097,-1.20%,-1.30%,14116,-15.40%,-18.00%,40,6,-8,$372K,6.30%,2.40%,4416,-24.00%,0.40%,12/31/2016,All Residential,"Washington, DC metro area"
0.952325899,0.00%,-0.10%,2686,13.10%,-11.00%,14061,-1.20%,5.00%,76,2,7,$245K,3.80%,7.50%,3025,-16.60%,0.50%,12/31/2016,All Residential,"West Palm Beach, FL metro area"
0.981855785,-0.30%,0.50%,5800,-3.20%,8.50%,17590,-6.20%,-31.10%,28,3,-57,$344K,-1.70%,4.20%,6799,-18.50%,7.20%,10/31/2015,All Residential,"Boston, MA metro area"
0.966174414,-0.20%,0.00%,10955,25.50%,-2.20%,49397,-5.10%,-1.80%,77,3,3,$205K,-0.50%,8.50%,11361,-8.00%,-1.70%,10/31/2015,All Residential,"Chicago, IL metro area"
,,,7272,-10.20%,-2.90%,19357,-3.80%,0.70%,34,4,-6,$210K,0.00%,10.50%,8281,-5.70%,8.30%,10/31/2015,All Residential,"Dallas-Fort Worth, TX metro area"
0.97090416,-0.30%,-0.40%,6225,-12.00%,-11.00%,23385,-0.50%,26.70%,37,7,4,$204K,-1.40%,6.60%,7989,-4.30%,6.30%,10/31/2015,All Residential,"Houston, TX metro area"
0.992680295,-0.30%,0.30%,6549,0.50%,-0.50%,16225,-4.20%,-8.80%,34,3,-3,$495K,-0.80%,4.70%,7610,-3.10%,-3.50%,10/31/2015,All Residential,"Los Angeles, CA metro area"
0.96330714,-0.30%,0.10%,3067,30.10%,-7.90%,17103,1.00%,-1.90%,68,0,1,$231K,-1.70%,5.00%,4526,7.10%,-5.40%,10/31/2015,All Residential,"Miami, FL metro area"
0.972569921,0.10%,0.60%,3527,1.90%,-1.00%,13216,-1.70%,-10.60%,52,0,-1,$181K,-2.20%,9.70%,4093,2.50%,-7.50%,10/31/2015,All Residential,"Orlando, FL metro area"
0.960209861,-0.30%,0.40%,4278,42.80%,7.80%,20022,-3.60%,-6.10%,63,2,-1,$225K,-3.80%,4.70%,4875,-7.30%,-3.00%,10/31/2015,All Residential,"Philadelphia, PA metro area"
1.074609703,0.20%,1.60%,1322,12.90%,-14.50%,2233,-5.20%,3.20%,19,-2,1,"$1,105K",5.20%,15.10%,1538,-16.80%,6.60%,10/31/2015,All Residential,"San Francisco, CA metro area"
1.028757833,-0.90%,0.50%,1327,-5.10%,-10.00%,2174,-9.90%,-12.40%,25,5,0,$831K,1.30%,10.80%,1345,-16.70%,-3.40%,10/31/2015,All Residential,"San Jose, CA metro area"
1.004231964,-0.20%,1.20%,4110,-5.40%,2.30%,6380,-9.50%,-27.30%,15,2,-13,$405K,1.30%,9.20%,3892,-11.10%,1.40%,10/31/2015,All Residential,"Seattle, WA metro area"
0.984811482,-0.10%,0.00%,6404,7.60%,1.80%,23340,-4.10%,3.50%,41,3,2,$365K,3.70%,2.10%,8146,-9.10%,6.40%,10/31/2015,All Residential,"Washington, DC metro area"
0.956519732,0.10%,0.20%,2834,21.80%,-5.60%,13260,2.70%,-4.80%,70,-1,0,$215K,-2.30%,7.60%,4042,14.30%,1.70%,10/31/2015,All Residential,"West Palm Beach, FL metro area"
0.985180176,-0.30%,0.70%,4140,-28.00%,3.10%,8877,-4.70%,-23.10%,34,7,-7,$370K,0.00%,6.00%,4419,76.90%,1.10%,1/31/2017,All Residential,"Boston, MA metro area"
0.963889938,-0.30%,0.10%,7872,-8.70%,3.90%,34748,1.10%,-11.80%,87,7,-6,$210K,-1.90%,10.60%,9957,80.70%,-0.90%,1/31/2017,All Residential,"Chicago, IL metro area"
,,,5027,-30.70%,-1.50%,15014,2.90%,-4.00%,37,2,-4,$230K,-4.20%,15.00%,7686,52.30%,0.40%,1/31/2017,All Residential,"Dallas-Fort Worth, TX metro area"
0.966029564,-0.30%,-0.10%,4234,-37.60%,-1.80%,22181,0.30%,2.30%,52,2,2,$210K,-7.10%,5.00%,7940,55.10%,2.00%,1/31/2017,All Residential,"Houston, TX metro area"
0.988940118,-0.20%,0.10%,4783,-24.50%,3.20%,14762,1.80%,5.50%,53,4,11,$539K,0.70%,7.80%,6596,70.80%,-6.80%,1/31/2017,All Residential,"Los Angeles, CA metro area"
0.953046783,-0.40%,-0.70%,2078,-22.20%,3.60%,18445,1.30%,2.60%,68,7,5,$260K,2.40%,10.60%,4649,43.00%,-2.30%,1/31/2017,All Residential,"Miami, FL metro area"
0.971446413,0.00%,0.10%,2968,-14.30%,8.40%,10162,-0.70%,-18.10%,43,-2,-14,$206K,0.00%,11.40%,4167,48.80%,1.30%,1/31/2017,All Residential,"Orlando, FL metro area"
0.962252892,-0.20%,0.70%,3344,-21.20%,10.70%,12798,-2.00%,-19.80%,59,9,-13,$217K,-5.70%,5.90%,4198,63.90%,6.60%,1/31/2017,All Residential,"Philadelphia, PA metro area"
1.02203697,-0.50%,-2.00%,673,-38.50%,-6.10%,1493,32.70%,9.90%,47,6,16,"$1,030K",-6.80%,4.00%,1009,158.10%,-1.80%,1/31/2017,All Residential,"San Francisco, CA metro area"
1.010266629,-0.10%,-1.20%,783,-30.70%,-7.60%,1180,48.10%,-4.30%,36,-4,-1,$822K,-2.10%,6.80%,999,129.10%,-1.80%,1/31/2017,All Residential,"San Jose, CA metro area"
1.00528088,0.00%,0.40%,2835,-25.30%,19.90%,3013,-10.40%,-25.60%,27,8,4,$440K,-4.30%,8.10%,2999,69.50%,-6.30%,1/31/2017,All Residential,"Seattle, WA metro area"
0.985149074,-0.10%,0.30%,5407,-23.80%,21.50%,13277,-5.90%,-18.00%,46,6,-10,$365K,-1.90%,5.80%,6282,42.30%,12.00%,1/31/2017,All Residential,"Washington, DC metro area"
0.950740736,-0.20%,0.00%,2163,-19.50%,4.40%,15205,8.10%,4.80%,75,-1,-2,$230K,-6.10%,4.50%,4580,51.40%,2.80%,1/31/2017,All Residential,"West Palm Beach, FL metro area"
